Locations,Total_Transactions_Locationwise,Total_Amount,Quarter,Year,State
lakshadweep district,9085,27042782.91,1,2021,lakshadweep
lakshadweep district,11384,27383463.66,2,2021,lakshadweep
lakshadweep district,13370,38803163.7,3,2021,lakshadweep
lakshadweep district,15470,50998185.53,4,2021,lakshadweep
lakshadweep district,16397,54939432.65,1,2022,lakshadweep
lakshadweep district,17569,55929601.99,2,2022,lakshadweep
lakshadweep district,15241,47580009.62,3,2022,lakshadweep
lakshadweep district,17147,54813873.61,4,2022,lakshadweep
morena district,107452,106573744.6,1,2018,madhya-pradesh
alirajpur district,7310,11011810.08,1,2018,madhya-pradesh
sehore district,262578,253627459.7,1,2018,madhya-pradesh
rajgarh district,131433,149723488.8,1,2018,madhya-pradesh
khargone district,108869,135612637.1,1,2018,madhya-pradesh
satna district,169230,142054016.8,1,2018,madhya-pradesh
narsinghpur district,116931,87244331.65,1,2018,madhya-pradesh
jabalpur district,294739,336129604.1,1,2018,madhya-pradesh
hoshangabad district,121682,116991872.5,1,2018,madhya-pradesh
vidisha district,152184,134130249.6,1,2018,madhya-pradesh
balaghat district,99805,96872703.12,1,2018,madhya-pradesh
singrauli district,146704,180771690.6,1,2018,madhya-pradesh
betul district,121719,120159354.6,1,2018,madhya-pradesh
sidhi district,61516,79354632.02,1,2018,madhya-pradesh
datia district,43232,30601928.4,1,2018,madhya-pradesh
dewas district,187518,204604018.8,1,2018,madhya-pradesh
sheopur district,26051,23353770.84,1,2018,madhya-pradesh
neemuch district,73718,64779675.82,1,2018,madhya-pradesh
raisen district,157756,124143402.6,1,2018,madhya-pradesh
mandsaur district,97213,82585094,1,2018,madhya-pradesh
barwani district,31525,42701906.92,1,2018,madhya-pradesh
katni district,65116,54955544.75,1,2018,madhya-pradesh
dindori district,19124,20882302.03,1,2018,madhya-pradesh
shivpuri district,69731,59453330.49,1,2018,madhya-pradesh
gwalior district,354555,437805408.2,1,2018,madhya-pradesh
anuppur district,52207,53676545.84,1,2018,madhya-pradesh
agar malwa district,46312,90606925.95,1,2018,madhya-pradesh
ashoknagar district,37316,37659899.3,1,2018,madhya-pradesh
sagar district,217079,158907811.4,1,2018,madhya-pradesh
niwari district,20669,12106652.78,1,2018,madhya-pradesh
rewa district,210786,249549304.8,1,2018,madhya-pradesh
shajapur district,100763,96403911.71,1,2018,madhya-pradesh
ujjain district,223180,258084907.6,1,2018,madhya-pradesh
bhind district,101429,79340297.09,1,2018,madhya-pradesh
tikamgarh district,53683,47488844.28,1,2018,madhya-pradesh
seoni district,82748,68746483.32,1,2018,madhya-pradesh
harda district,43384,50800702.06,1,2018,madhya-pradesh
burhanpur district,30712,33868567.81,1,2018,madhya-pradesh
damoh district,69994,52032411.78,1,2018,madhya-pradesh
bhopal district,1704495,1905473875,1,2018,madhya-pradesh
jhabua district,20133,23988491.44,1,2018,madhya-pradesh
dhar district,183246,206440756.1,1,2018,madhya-pradesh
guna district,99030,81652639.7,1,2018,madhya-pradesh
east nimar district,71864,82356693.06,1,2018,madhya-pradesh
chhindwara district,169657,137580364.6,1,2018,madhya-pradesh
umaria district,31009,31995694.24,1,2018,madhya-pradesh
mandla district,28899,37490484.59,1,2018,madhya-pradesh
indore district,1066784,1455149305,1,2018,madhya-pradesh
shahdol district,64833,84881495.14,1,2018,madhya-pradesh
ratlam district,128218,147489689.6,1,2018,madhya-pradesh
panna district,37817,27325866.57,1,2018,madhya-pradesh
chhatarpur district,101457,74380804.92,1,2018,madhya-pradesh
morena district,140175,210264909.1,2,2018,madhya-pradesh
alirajpur district,11022,21203028.48,2,2018,madhya-pradesh
sehore district,344826,478416852.6,2,2018,madhya-pradesh
rajgarh district,191089,323456380.2,2,2018,madhya-pradesh
khargone district,148822,248645678.4,2,2018,madhya-pradesh
satna district,242463,270342008.7,2,2018,madhya-pradesh
narsinghpur district,173263,187137161.8,2,2018,madhya-pradesh
jabalpur district,422639,584301958.9,2,2018,madhya-pradesh
hoshangabad district,160516,259286994.4,2,2018,madhya-pradesh
vidisha district,206091,269816199.5,2,2018,madhya-pradesh
balaghat district,143103,195633852.4,2,2018,madhya-pradesh
singrauli district,197668,353747944.2,2,2018,madhya-pradesh
betul district,166350,221353395.4,2,2018,madhya-pradesh
sidhi district,85270,170776755.9,2,2018,madhya-pradesh
datia district,69866,80851949.85,2,2018,madhya-pradesh
dewas district,237116,373245353.2,2,2018,madhya-pradesh
sheopur district,35135,56890745.44,2,2018,madhya-pradesh
neemuch district,84147,126296373.1,2,2018,madhya-pradesh
raisen district,185436,235343086.4,2,2018,madhya-pradesh
mandsaur district,124845,177321632.5,2,2018,madhya-pradesh
barwani district,46585,84341593.3,2,2018,madhya-pradesh
katni district,87813,125498503.8,2,2018,madhya-pradesh
dindori district,29598,50389328.11,2,2018,madhya-pradesh
shivpuri district,102351,123721424.8,2,2018,madhya-pradesh
gwalior district,489851,768942832.1,2,2018,madhya-pradesh
anuppur district,75195,128975584.1,2,2018,madhya-pradesh
agar malwa district,68342,176571578.4,2,2018,madhya-pradesh
ashoknagar district,54242,89964031.54,2,2018,madhya-pradesh
sagar district,267894,314107092.2,2,2018,madhya-pradesh
niwari district,27058,24959522.51,2,2018,madhya-pradesh
rewa district,298854,492363779.3,2,2018,madhya-pradesh
shajapur district,129061,175288994.9,2,2018,madhya-pradesh
ujjain district,291630,463505751.5,2,2018,madhya-pradesh
bhind district,126920,171639410.9,2,2018,madhya-pradesh
tikamgarh district,68970,93783367.77,2,2018,madhya-pradesh
seoni district,112462,149334604.7,2,2018,madhya-pradesh
harda district,60536,124597087.2,2,2018,madhya-pradesh
burhanpur district,47282,71514661.9,2,2018,madhya-pradesh
damoh district,80644,107757242.7,2,2018,madhya-pradesh
bhopal district,2101870,3162583723,2,2018,madhya-pradesh
jhabua district,26063,41023385.14,2,2018,madhya-pradesh
dhar district,238497,351923713,2,2018,madhya-pradesh
guna district,168387,187110752.5,2,2018,madhya-pradesh
east nimar district,99771,146718816,2,2018,madhya-pradesh
chhindwara district,210555,261719220.9,2,2018,madhya-pradesh
umaria district,41149,63869947.88,2,2018,madhya-pradesh
mandla district,42090,73926032.85,2,2018,madhya-pradesh
indore district,1375908,2404399123,2,2018,madhya-pradesh
shahdol district,92269,170374864.7,2,2018,madhya-pradesh
ratlam district,157631,265107190.4,2,2018,madhya-pradesh
panna district,55200,68661778.11,2,2018,madhya-pradesh
chhatarpur district,116892,145073867.4,2,2018,madhya-pradesh
morena district,225109,314162389.2,3,2018,madhya-pradesh
alirajpur district,14499,31329484.46,3,2018,madhya-pradesh
sehore district,758026,813770551,3,2018,madhya-pradesh
rajgarh district,264264,490284208.9,3,2018,madhya-pradesh
khargone district,212212,367653656.9,3,2018,madhya-pradesh
satna district,336587,384859967.7,3,2018,madhya-pradesh
narsinghpur district,426854,345889819.4,3,2018,madhya-pradesh
jabalpur district,701227,958869249.4,3,2018,madhya-pradesh
hoshangabad district,232423,350613568,3,2018,madhya-pradesh
vidisha district,356894,387577329.3,3,2018,madhya-pradesh
balaghat district,206889,288749854,3,2018,madhya-pradesh
singrauli district,293194,484603524.9,3,2018,madhya-pradesh
betul district,255158,341596958.6,3,2018,madhya-pradesh
sidhi district,103433,217219534,3,2018,madhya-pradesh
datia district,80900,111289100.3,3,2018,madhya-pradesh
dewas district,396402,573244078.7,3,2018,madhya-pradesh
sheopur district,47777,70204603.38,3,2018,madhya-pradesh
neemuch district,118927,193198515.3,3,2018,madhya-pradesh
raisen district,293648,347162115.3,3,2018,madhya-pradesh
mandsaur district,191633,279080875.2,3,2018,madhya-pradesh
barwani district,78050,129885904.7,3,2018,madhya-pradesh
katni district,135537,191678963.3,3,2018,madhya-pradesh
dindori district,48720,104963346,3,2018,madhya-pradesh
shivpuri district,247121,251982372.4,3,2018,madhya-pradesh
gwalior district,726317,1161920836,3,2018,madhya-pradesh
anuppur district,134714,214472109.8,3,2018,madhya-pradesh
agar malwa district,80868,205469348.7,3,2018,madhya-pradesh
ashoknagar district,111938,147015386,3,2018,madhya-pradesh
sagar district,792217,664927054,3,2018,madhya-pradesh
niwari district,29194,41047174.13,3,2018,madhya-pradesh
rewa district,566062,685929451.1,3,2018,madhya-pradesh
shajapur district,199572,298525129.1,3,2018,madhya-pradesh
ujjain district,498756,721272323.6,3,2018,madhya-pradesh
bhind district,189161,242565162.4,3,2018,madhya-pradesh
tikamgarh district,85323,134625754,3,2018,madhya-pradesh
seoni district,195122,241275224.8,3,2018,madhya-pradesh
harda district,83258,144520947.8,3,2018,madhya-pradesh
burhanpur district,70022,104462490.2,3,2018,madhya-pradesh
damoh district,110626,151909658.7,3,2018,madhya-pradesh
bhopal district,3157810,4500771533,3,2018,madhya-pradesh
jhabua district,38916,63326929.54,3,2018,madhya-pradesh
dhar district,425936,570906796.1,3,2018,madhya-pradesh
guna district,286324,342644569.4,3,2018,madhya-pradesh
east nimar district,149436,217800277.7,3,2018,madhya-pradesh
chhindwara district,321934,412767396,3,2018,madhya-pradesh
umaria district,72491,120215633,3,2018,madhya-pradesh
mandla district,56024,111478477.4,3,2018,madhya-pradesh
indore district,2082530,3633508422,3,2018,madhya-pradesh
shahdol district,158517,276738576,3,2018,madhya-pradesh
ratlam district,278962,416785369.3,3,2018,madhya-pradesh
panna district,60946,90293317.94,3,2018,madhya-pradesh
chhatarpur district,138525,202696886.3,3,2018,madhya-pradesh
morena district,271585,469203779.7,4,2018,madhya-pradesh
alirajpur district,21963,45165476.84,4,2018,madhya-pradesh
sehore district,783146,1051788224,4,2018,madhya-pradesh
rajgarh district,347269,660055205,4,2018,madhya-pradesh
khargone district,284771,547527525.7,4,2018,madhya-pradesh
satna district,483123,591600774.7,4,2018,madhya-pradesh
narsinghpur district,258432,382951245.2,4,2018,madhya-pradesh
jabalpur district,866243,1360238729,4,2018,madhya-pradesh
hoshangabad district,308911,514857131,4,2018,madhya-pradesh
vidisha district,390739,483355119.6,4,2018,madhya-pradesh
balaghat district,338581,461847796,4,2018,madhya-pradesh
singrauli district,419946,737232794.9,4,2018,madhya-pradesh
betul district,326736,518818434.9,4,2018,madhya-pradesh
sidhi district,175484,332466149.7,4,2018,madhya-pradesh
datia district,122314,168858427.8,4,2018,madhya-pradesh
dewas district,501654,821092172.4,4,2018,madhya-pradesh
sheopur district,61335,115195832.6,4,2018,madhya-pradesh
neemuch district,174140,282369348.9,4,2018,madhya-pradesh
raisen district,389796,524075459.1,4,2018,madhya-pradesh
mandsaur district,277416,391917400.3,4,2018,madhya-pradesh
barwani district,88949,180694126.4,4,2018,madhya-pradesh
katni district,193021,294787947,4,2018,madhya-pradesh
dindori district,70932,158767219.3,4,2018,madhya-pradesh
shivpuri district,378896,353412369.5,4,2018,madhya-pradesh
gwalior district,894712,1644666010,4,2018,madhya-pradesh
anuppur district,167782,320615508.7,4,2018,madhya-pradesh
agar malwa district,105886,260783066.2,4,2018,madhya-pradesh
ashoknagar district,106583,194613632.9,4,2018,madhya-pradesh
sagar district,573261,742271402.2,4,2018,madhya-pradesh
niwari district,47128,61816022.3,4,2018,madhya-pradesh
rewa district,588836,933681137.7,4,2018,madhya-pradesh
shajapur district,247546,401715212.2,4,2018,madhya-pradesh
ujjain district,585638,981666410.7,4,2018,madhya-pradesh
bhind district,228728,380235556,4,2018,madhya-pradesh
tikamgarh district,128946,194635845.4,4,2018,madhya-pradesh
seoni district,243126,359435415.4,4,2018,madhya-pradesh
harda district,108428,192765473.9,4,2018,madhya-pradesh
burhanpur district,88001,152806391.5,4,2018,madhya-pradesh
damoh district,162192,223242040.9,4,2018,madhya-pradesh
bhopal district,4226983,6249310701,4,2018,madhya-pradesh
jhabua district,58035,104063289.3,4,2018,madhya-pradesh
dhar district,536104,820460181.5,4,2018,madhya-pradesh
guna district,277175,459379018.9,4,2018,madhya-pradesh
east nimar district,178194,299011356.5,4,2018,madhya-pradesh
chhindwara district,431596,608429977.7,4,2018,madhya-pradesh
umaria district,95954,164082883.5,4,2018,madhya-pradesh
mandla district,91790,172634998.5,4,2018,madhya-pradesh
indore district,2826520,5075021923,4,2018,madhya-pradesh
shahdol district,209180,388199322.8,4,2018,madhya-pradesh
ratlam district,328469,582214576.1,4,2018,madhya-pradesh
panna district,106697,152348677.1,4,2018,madhya-pradesh
chhatarpur district,218683,337223351.3,4,2018,madhya-pradesh
morena district,376798,590340172.5,1,2019,madhya-pradesh
alirajpur district,31490,57528445.88,1,2019,madhya-pradesh
sehore district,1598108,1381467050,1,2019,madhya-pradesh
rajgarh district,648061,849387423.7,1,2019,madhya-pradesh
khargone district,411986,660544853.7,1,2019,madhya-pradesh
satna district,764362,837796202.4,1,2019,madhya-pradesh
narsinghpur district,399379,518838319.3,1,2019,madhya-pradesh
jabalpur district,1489827,2066194878,1,2019,madhya-pradesh
hoshangabad district,553426,797390486.9,1,2019,madhya-pradesh
vidisha district,563457,611099764,1,2019,madhya-pradesh
balaghat district,554447,630492989,1,2019,madhya-pradesh
singrauli district,771972,909610315.9,1,2019,madhya-pradesh
betul district,534677,672533278.3,1,2019,madhya-pradesh
sidhi district,248937,410718619.9,1,2019,madhya-pradesh
datia district,180925,252504015.6,1,2019,madhya-pradesh
dewas district,911351,1084348082,1,2019,madhya-pradesh
sheopur district,91429,135311510.1,1,2019,madhya-pradesh
neemuch district,354202,395660623.4,1,2019,madhya-pradesh
raisen district,695558,725879807.3,1,2019,madhya-pradesh
mandsaur district,483684,539074153.3,1,2019,madhya-pradesh
barwani district,128005,219244169.1,1,2019,madhya-pradesh
katni district,301180,409719255.7,1,2019,madhya-pradesh
dindori district,124325,177463422.5,1,2019,madhya-pradesh
shivpuri district,396289,453501159.7,1,2019,madhya-pradesh
gwalior district,1342886,2088543078,1,2019,madhya-pradesh
anuppur district,269466,368414431.6,1,2019,madhya-pradesh
agar malwa district,172327,287964461.4,1,2019,madhya-pradesh
ashoknagar district,148509,228929290.7,1,2019,madhya-pradesh
sagar district,925998,1031788235,1,2019,madhya-pradesh
niwari district,71604,94651228.74,1,2019,madhya-pradesh
rewa district,866533,1138882578,1,2019,madhya-pradesh
shajapur district,424237,496437268.9,1,2019,madhya-pradesh
ujjain district,940607,1264261227,1,2019,madhya-pradesh
bhind district,359414,478039474.6,1,2019,madhya-pradesh
